[0.0, 40.0)	9057400.0
[40.0, 80.0)	1817132.0
[80.0, 120.0)	895292.0
[120.0, 160.0)	577866.0
[160.0, 200.0)	417791.0
[200.0, 240.0)	306774.0
[240.0, 280.0)	248466.0
[280.0, 320.0)	200453.0
[320.0, 360.0)	167570.0
[360.0, 400.0)	143578.0
[400.0, 440.0)	123593.0
[440.0, 480.0)	108150.0
[480.0, 520.0)	95639.0
[520.0, 560.0)	85484.0
[560.0, 600.0)	76176.0
[600.0, 640.0)	68473.0
[640.0, 680.0)	61579.0
[680.0, 720.0)	55458.0
[720.0, 760.0)	50336.0
[760.0, 800.0)	45877.0
[800.0, 840.0)	41850.0
[840.0, 880.0)	38022.0
[880.0, 920.0)	34312.0
[920.0, 960.0)	31329.0
[960.0, 1000.0)	28834.0
[1000.0, 1040.0)	26758.0
[1040.0, 1080.0)	24678.0
[1080.0, 1120.0)	22695.0
[1120.0, 1160.0)	21082.0
[1160.0, 1200.0)	19737.0
[1200.0, 1240.0)	18450.0
[1240.0, 1280.0)	17086.0
[1280.0, 1320.0)	16226.0
[1320.0, 1360.0)	15003.0
[1360.0, 1400.0)	14042.0
[1400.0, 1440.0)	13545.0
[1440.0, 1480.0)	12625.0
[1480.0, 1520.0)	12075.0
[1520.0, 1560.0)	11309.0
[1560.0, 1600.0)	10781.0
[1600.0, 1640.0)	10397.0
[1640.0, 1680.0)	9899.0
[1680.0, 1720.0)	9430.0
[1720.0, 1760.0)	9186.0
[1760.0, 1800.0)	8608.0
[1800.0, 1840.0)	8280.0
[1840.0, 1880.0)	7920.0
[1880.0, 1920.0)	7663.0
[1920.0, 1960.0)	7508.0
[1960.0, 2000.0)	7035.0
[2000.0, 2040.0)	6914.0
[2040.0, 2080.0)	6626.0
[2080.0, 2120.0)	6306.0
[2120.0, 2160.0)	6088.0
[2160.0, 2200.0)	6003.0
[2200.0, 2240.0)	5733.0
[2240.0, 2280.0)	5512.0
[2280.0, 2320.0)	5484.0
[2320.0, 2360.0)	5378.0
[2360.0, 2400.0)	5006.0
[2400.0, 2440.0)	4814.0
[2440.0, 2480.0)	4671.0
[2480.0, 2520.0)	4654.0
[2520.0, 2560.0)	4466.0
[2560.0, 2600.0)	4241.0
[2600.0, 2640.0)	4027.0
[2640.0, 2680.0)	3879.0
[2680.0, 2720.0)	3800.0
[2720.0, 2760.0)	3738.0
[2760.0, 2800.0)	3526.0
[2800.0, 2840.0)	3503.0
[2840.0, 2880.0)	3347.0
[2880.0, 2920.0)	3227.0
[2920.0, 2960.0)	3130.0
[2960.0, 3000.0)	3023.0
[3000.0, 3040.0)	2923.0
[3040.0, 3080.0)	2884.0
[3080.0, 3120.0)	2686.0
[3120.0, 3160.0)	2603.0
[3160.0, 3200.0)	2461.0
[3200.0, 3240.0)	2392.0
[3240.0, 3280.0)	2395.0
[3280.0, 3320.0)	2291.0
[3320.0, 3360.0)	2145.0
[3360.0, 3400.0)	2048.0
[3400.0, 3440.0)	1984.0
[3440.0, 3480.0)	1905.0
[3480.0, 3520.0)	1735.0
[3520.0, 3560.0)	1786.0
[3560.0, 3600.0)	1783.0
[3600.0, 3640.0)	1641.0
[3640.0, 3680.0)	1515.0
[3680.0, 3720.0)	1465.0
[3720.0, 3760.0)	1422.0
[3760.0, 3800.0)	1326.0
[3800.0, 3840.0)	1189.0
[3840.0, 3880.0)	1176.0
[3880.0, 3920.0)	1089.0
[3920.0, 3960.0)	1089.0
[3960.0, 4000.0)	18618.0
